radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta;c_class_flares;m_class_flares;x_class_flares
76;29;130;A4.0;no;yes;no;no;no;no;no;no;0;0;0
78;30;110;A4.0;no;yes;no;no;no;no;no;no;0;0;0
83;32;100;A4.0;no;yes;no;no;no;no;no;no;0;0;0
84;48;110;A4.0;no;yes;no;no;no;no;no;no;0;0;0
84;44;180;A4.0;no;yes;no;no;no;no;no;no;0;0;0
84;33;100;A4.0;no;yes;no;no;no;no;no;no;0;0;0
82;51;200;A4.0;no;yes;no;no;no;no;no;no;0;0;0
83;69;230;A4.0;no;yes;no;no;no;no;no;no;0;0;0
85;78;200;A4.0;no;yes;no;no;no;no;no;no;0;0;0
81;54;90;A4.0;no;yes;no;no;no;no;no;no;0;0;0
80;51;130;A4.0;yes;yes;no;no;no;no;no;no;0;0;0
78;44;60;A4.0;yes;yes;no;no;no;no;no;no;0;0;0
77;11;30;A4.0;yes;no;no;no;no;no;no;no;0;0;0
75;0;0;A4.0;yes;no;no;no;no;no;no;no;0;0;0
76;0;0;A4.4;no;no;no;no;no;no;no;no;0;0;0
76;17;230;A4.4;no;no;no;no;no;no;no;no;0;0;0
78;23;230;A3.2;no;yes;no;no;no;no;no;no;0;0;0
78;36;280;A3.1;no;no;no;yes;no;no;no;no;0;0;0
83;48;310;A6.0;no;yes;no;no;no;no;no;no;0;0;0
80;67;390;A5.2;no;yes;no;no;no;yes;no;no;0;0;0
78;42;360;A3.5;no;yes;no;yes;no;no;no;no;0;0;0
76;46;300;A3.2;no;yes;no;yes;no;no;no;no;0;0;0
74;46;170;A2.1;no;no;no;yes;no;no;no;no;0;0;0
74;32;120;A2.1;yes;yes;no;yes;no;no;no;no;0;0;0
77;23;120;A2.7;no;yes;no;no;no;no;no;no;0;0;0
75;35;120;A3.6;yes;no;no;no;no;no;no;no;0;0;0
76;11;80;A9.3;yes;no;no;no;no;no;no;no;2;0;0
75;0;0;A5.2;yes;no;no;no;no;no;no;no;1;0;0
73;42;70;A1.6;no;no;no;no;no;no;no;no;0;0;0
73;23;20;A1.4;yes;yes;no;no;no;no;no;no;0;0;0
73;21;40;A0.0;no;yes;no;no;no;no;no;no;0;0;0
73;20;50;A0.0;no;yes;no;no;no;no;no;no;0;0;0
73;19;110;A0.0;no;yes;no;no;no;no;no;no;0;0;0
72;0;0;A0.0;no;yes;no;no;no;no;no;no;0;0;0
72;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
74;0;0;A2.7;no;no;no;no;no;no;no;no;0;0;0
74;13;60;A3.3;no;no;no;no;no;no;no;no;0;0;0
76;14;80;A3.4;no;yes;no;no;no;no;no;no;0;0;0
79;33;70;A5.5;no;yes;no;no;no;no;no;no;0;0;0
84;38;260;A6.5;no;no;no;yes;no;no;no;no;0;0;0
86;35;330;A7.8;yes;no;no;yes;no;no;no;no;0;0;0
86;38;390;A7.2;no;yes;no;yes;no;no;no;no;0;0;0
86;36;240;B1.3;no;yes;no;no;no;no;no;no;0;0;0
87;34;310;B1.3;no;yes;no;no;no;no;no;no;0;0;0
86;38;380;B1.3;yes;yes;no;no;no;no;no;no;1;0;0
88;40;370;B1.3;no;yes;no;no;no;no;no;no;1;0;0
85;28;520;B1.3;no;yes;no;no;no;no;no;no;1;0;0
85;34;520;B1.3;no;yes;no;no;no;no;no;no;0;1;0
80;35;480;B1.3;no;yes;no;no;no;no;yes;no;3;0;0
77;34;420;B1.3;no;yes;no;no;no;no;yes;no;0;0;0
75;33;300;B1.3;no;yes;no;no;no;no;yes;no;0;0;0
73;18;30;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
71;13;20;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;12;10;B1.3;no;yes;no;no;no;no;no;no;0;0;0
70;11;1;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;15;40;B1.3;yes;no;no;no;no;no;no;no;0;0;0
70;17;50;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;20;40;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;23;40;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;26;90;B1.3;no;yes;no;no;no;no;no;no;0;0;0
71;24;90;B1.3;no;yes;no;no;no;no;no;no;0;0;0
72;14;20;B1.3;no;yes;no;no;no;no;no;no;0;0;0
73;12;10;B1.3;no;yes;no;no;no;no;no;no;0;0;0
74;0;40;B1.3;no;yes;no;no;no;no;no;no;0;0;0
77;21;130;B1.3;no;yes;no;no;no;no;no;no;0;0;0
77;19;110;B1.3;no;yes;no;no;no;no;no;no;1;0;0
76;16;100;B1.3;no;yes;no;no;no;no;no;no;0;0;0
75;20;100;B1.3;no;yes;no;no;no;no;no;no;0;0;0
74;23;70;B1.3;no;yes;no;no;no;no;no;no;0;0;0
73;17;70;B1.3;no;yes;no;no;no;no;no;no;0;0;0
73;19;80;B1.3;no;yes;no;no;no;no;no;no;0;0;0
74;23;40;B1.3;no;yes;no;no;no;no;no;no;0;0;0
72;25;30;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
73;11;10;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
72;22;50;B1.3;yes;no;no;no;no;no;no;no;0;0;0
71;23;60;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
70;0;0;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
70;0;0;B1.3;no;no;no;no;no;no;no;no;0;0;0
70;0;0;B1.3;no;no;no;no;no;no;no;no;0;0;0
70;0;0;B1.3;no;no;no;no;no;no;no;no;0;0;0
71;12;40;B1.3;no;no;no;no;no;no;no;no;0;0;0
74;25;110;B1.3;no;yes;no;no;no;no;no;no;0;0;0
80;37;310;B1.3;yes;yes;no;no;no;no;no;no;1;0;0
84;39;650;B1.3;no;yes;no;yes;no;no;no;no;4;0;0
85;27;750;B1.3;no;yes;no;yes;no;no;no;no;0;0;0
86;26;680;B1.3;no;no;no;yes;no;no;no;no;0;0;0
86;45;700;B1.3;no;no;no;yes;no;no;no;no;0;0;0
86;32;700;B1.3;yes;no;no;yes;no;no;no;no;0;0;0
86;29;600;B1.3;no;no;no;yes;no;no;no;no;3;0;0
86;26;590;A8.0;no;no;no;yes;no;no;no;no;1;0;0
89;29;590;A7.7;no;no;no;yes;no;no;no;no;0;0;0
89;21;540;B1.3;no;no;no;yes;no;no;no;no;2;0;0
88;15;520;B1.9;no;yes;no;no;no;no;no;no;3;0;0
88;24;280;B2.0;no;yes;no;no;no;no;no;no;7;0;0
81;14;230;B1.1;yes;yes;no;no;no;no;no;no;0;0;0
78;22;280;A7.9;no;yes;no;no;no;no;no;no;0;0;0
78;22;290;A4.6;no;no;no;yes;no;no;no;no;0;0;0
77;23;260;A3.9;no;no;no;yes;no;no;no;no;0;0;0
76;21;330;A3.5;no;no;no;yes;no;no;no;no;1;0;0
79;26;350;A5.8;no;no;no;yes;no;no;no;no;0;0;0
76;48;260;A4.4;no;no;no;yes;no;no;no;no;1;0;0
73;30;180;A2.8;no;no;no;yes;no;no;no;no;2;0;0
74;19;160;A1.7;no;yes;no;no;no;no;no;no;0;0;0
83;39;200;A4.5;no;yes;no;no;no;no;no;no;0;0;0
77;32;190;A6.4;no;yes;no;no;no;no;no;no;1;0;0
76;27;120;A5.7;yes;yes;no;no;no;no;no;no;0;0;0
77;0;0;A5.5;yes;yes;no;no;no;no;no;no;0;0;0
79;0;0;A5.3;no;no;no;no;no;no;no;no;0;0;0
80;26;130;A4.5;no;no;no;no;no;no;no;no;0;0;0
84;53;280;A5.5;yes;yes;no;no;no;no;no;no;0;0;0
87;39;260;A6.8;yes;yes;no;no;no;no;no;no;0;0;0
87;49;330;A7.4;yes;yes;no;no;no;no;no;no;0;0;0
86;51;340;A5.7;yes;yes;no;no;no;no;no;no;0;0;0
87;50;320;A6.6;no;yes;no;no;no;no;no;no;0;0;0
85;42;250;A6.2;no;yes;no;no;no;no;no;no;1;0;0
84;41;220;A5.1;yes;yes;no;no;no;no;no;no;0;0;0
83;38;270;A6.5;yes;yes;no;no;no;no;no;no;0;0;0
83;25;220;A7.2;yes;yes;no;no;no;no;no;no;1;0;0
80;12;180;A5.4;yes;no;no;no;no;no;no;no;0;0;0
79;13;190;A3.7;yes;no;no;no;no;no;no;no;0;0;0
78;11;120;A2.7;yes;no;no;no;no;no;no;no;0;0;0
74;11;30;A2.7;yes;no;no;no;no;no;no;no;1;0;0
73;11;30;A2.3;yes;no;no;no;no;no;no;no;0;0;0
71;11;10;A1.2;yes;no;no;no;no;no;no;no;0;0;0
71;11;10;A0.0;yes;no;no;no;no;no;no;no;0;0;0
72;17;50;A1.6;yes;no;no;no;no;no;no;no;1;0;0
70;13;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
70;13;30;A0.0;no;yes;no;no;no;no;no;no;0;0;0
70;11;10;A0.0;yes;no;no;no;no;no;no;no;0;0;0
71;13;30;A0.0;yes;no;no;no;no;no;no;no;0;0;0
72;11;20;A1.3;no;yes;no;no;no;no;no;no;0;0;0
73;36;120;A1.4;yes;no;no;no;no;no;no;no;0;0;0
77;51;180;A1.3;yes;yes;no;no;no;no;no;no;0;0;0
78;38;180;A1.2;yes;yes;no;no;no;no;no;no;0;0;0
78;35;130;A3.0;yes;yes;no;yes;no;no;no;no;0;0;0
78;36;100;A3.0;yes;yes;no;yes;no;no;no;no;0;0;0
77;23;60;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
77;23;50;A3.0;yes;no;no;no;no;no;no;no;0;0;0
77;27;60;A3.0;yes;no;no;no;no;no;no;no;0;0;0
76;23;40;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
77;24;50;A3.0;yes;no;no;no;no;no;no;no;0;0;0
75;22;30;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
75;11;30;A3.0;yes;no;no;no;no;no;no;no;0;0;0
75;11;10;A3.0;yes;no;no;no;no;no;no;no;0;0;0
74;0;0;A3.0;yes;no;no;no;no;no;no;no;0;0;0
74;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
72;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
71;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
70;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
70;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
70;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
70;14;30;A3.0;no;no;no;no;no;no;no;no;0;0;0
71;15;30;A3.0;no;yes;no;no;no;no;no;no;0;0;0
75;16;70;A3.0;no;yes;no;no;no;no;no;no;0;0;0
76;18;200;A3.0;no;yes;no;no;no;no;no;no;0;0;0
76;50;210;A3.0;no;no;no;yes;no;no;no;no;0;0;0
75;35;170;A3.0;no;yes;no;yes;no;no;no;no;0;0;0
75;15;100;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
72;0;0;A3.0;no;yes;no;no;no;no;no;no;0;0;0
72;14;20;A3.0;no;no;no;no;no;no;no;no;0;0;0
75;28;170;A3.0;no;yes;no;no;no;no;no;no;0;0;0
73;0;0;A3.0;no;yes;no;no;no;no;no;no;0;0;0
76;15;50;A3.0;no;no;no;no;no;no;no;no;0;0;0
80;34;150;A3.0;no;yes;no;no;no;no;no;no;0;0;0
87;46;310;A3.0;no;yes;no;yes;no;no;no;no;0;0;0
88;59;460;A3.0;no;yes;no;yes;no;no;no;no;1;0;0
87;57;320;A3.0;no;yes;no;yes;no;no;no;no;0;0;0
86;52;400;A3.0;no;yes;no;yes;no;no;no;no;0;0;0
85;62;380;A3.0;no;yes;no;yes;no;no;no;no;2;0;0
84;30;160;A3.0;no;yes;no;yes;no;no;no;no;2;0;0
87;26;90;A3.0;yes;no;no;yes;no;no;no;no;3;0;0
86;38;390;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
89;29;520;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
91;13;530;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
97;13;620;A3.0;yes;no;no;no;no;no;no;no;0;0;0
97;18;610;A3.0;yes;no;no;no;no;no;no;no;4;0;0
95;30;710;A3.0;no;yes;no;no;no;no;no;no;1;0;0
95;41;800;A3.0;no;yes;no;no;no;no;no;no;0;0;0
96;50;680;A3.0;yes;yes;no;no;no;no;no;no;1;0;0
94;42;690;A3.0;no;yes;no;no;no;no;no;no;0;0;0
90;38;570;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
89;39;580;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
85;38;550;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
81;33;340;A3.0;yes;yes;no;no;no;no;no;no;0;0;0
78;11;10;A3.0;yes;no;no;no;no;no;no;no;0;0;0
77;0;0;A3.0;yes;no;no;no;no;no;no;no;0;0;0
77;0;0;A3.0;no;no;no;no;no;no;no;no;0;0;0
77;0;0;A4.2;no;no;no;no;no;no;no;no;0;0;0
79;12;260;A3.9;no;no;no;no;no;no;no;no;0;0;0
78;12;160;A3.3;yes;no;no;no;no;no;no;no;0;0;0
82;30;280;A4.3;yes;no;no;no;no;no;no;no;0;0;0
86;34;240;A4.9;no;yes;no;no;no;no;no;no;0;0;0
85;33;330;A4.0;no;yes;no;no;no;no;no;no;1;0;0
84;59;340;A2.6;no;yes;no;no;no;no;no;no;0;0;0
84;58;310;A2.2;no;yes;no;no;no;no;no;no;0;0;0
87;55;280;A9.5;no;yes;no;no;no;no;no;no;3;0;0
87;46;260;A6.3;yes;yes;no;yes;no;no;no;no;1;0;0
92;43;190;B1.1;yes;yes;no;yes;no;no;no;no;11;0;0
102;59;620;B4.1;yes;yes;no;no;no;no;no;no;9;1;1
103;44;620;B5.3;yes;yes;no;no;no;no;no;no;13;3;1
96;48;520;B1.7;yes;yes;no;no;no;no;yes;no;5;1;0
96;32;470;A9.7;yes;yes;no;no;no;no;yes;no;0;0;0
92;13;380;A6.5;yes;no;no;yes;no;no;no;no;1;0;0
90;23;440;A5.7;no;yes;no;no;no;no;no;no;0;0;0
92;28;480;A6.6;no;no;no;no;no;no;yes;no;3;0;0
102;27;680;A9.8;no;no;no;no;no;no;yes;no;0;0;0
94;21;670;B1.8;no;no;no;no;no;no;yes;no;2;0;1
93;23;620;B1.2;no;no;no;no;no;no;yes;no;2;0;1
87;19;550;A9.2;no;no;no;no;no;no;yes;no;0;0;0
82;20;480;A5.9;no;no;no;no;no;no;yes;no;0;0;0
81;11;230;A5.8;no;no;no;no;no;no;yes;no;2;0;0
75;0;0;A3.9;no;no;no;no;no;no;yes;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
72;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
72;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
74;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
76;31;30;A0.0;no;no;no;no;no;no;no;no;0;0;0
75;25;30;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
73;23;20;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
76;0;0;A1.8;yes;yes;no;no;no;no;no;no;0;0;0
78;0;0;A2.2;no;no;no;no;no;no;no;no;0;0;0
80;11;60;A4.9;no;no;no;no;no;no;no;no;0;0;0
83;28;260;A4.8;yes;no;no;no;no;no;no;no;1;0;0
87;28;260;A4.9;no;yes;no;no;no;no;no;no;0;0;0
90;31;360;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
81;38;570;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
89;36;520;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
89;43;510;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
87;47;420;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
87;46;450;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
88;52;510;A4.9;yes;yes;no;no;no;no;no;no;0;0;0
92;41;580;A5.9;yes;yes;no;no;no;no;no;no;0;0;0
86;39;480;A5.1;yes;yes;no;no;no;no;no;no;1;0;0
84;45;290;A6.3;yes;yes;no;no;no;no;no;no;1;0;0
84;33;310;A6.3;yes;no;no;no;no;no;no;no;1;0;0
81;36;320;A6.1;yes;no;no;no;no;no;no;no;0;0;0
82;27;180;A4.6;yes;yes;no;no;no;no;no;no;0;0;0
82;16;90;A5.1;yes;yes;no;no;no;no;no;no;1;0;0
79;18;60;A3.8;no;yes;no;no;no;no;no;no;2;0;0
78;17;10;A2.1;no;yes;no;no;no;no;no;no;0;0;0
77;23;30;A1.6;no;yes;no;no;no;no;no;no;0;0;0
76;15;30;A1.1;no;yes;no;no;no;no;no;no;0;0;0
79;31;120;A1.9;no;yes;no;no;no;no;no;no;0;0;0
79;18;110;A1.9;yes;yes;no;no;no;no;no;no;1;0;0
79;23;120;A1.8;no;yes;no;no;no;no;no;no;0;0;0
79;18;170;A1.8;no;yes;no;no;no;no;no;no;0;0;0
80;15;160;A3.1;no;yes;no;no;no;no;no;no;0;0;0
80;11;60;A6.5;no;yes;no;no;no;no;no;no;2;0;0
80;11;120;A4.6;yes;no;no;no;no;no;no;no;0;0;0
81;11;170;A1.5;yes;no;no;no;no;no;no;no;0;0;0
82;13;180;A2.2;yes;no;no;no;no;no;no;no;0;0;0
87;27;350;A7.5;no;yes;no;no;no;no;no;no;2;0;0
88;33;410;A5.1;yes;yes;no;no;no;no;no;no;1;0;0
89;32;440;A3.4;yes;yes;no;no;no;no;no;no;0;0;0
90;31;440;A5.3;yes;yes;no;no;no;no;no;no;0;0;0
90;36;390;A4.6;yes;yes;no;no;no;no;no;no;0;0;0
87;35;350;A3.3;yes;yes;no;no;no;no;no;no;0;0;0
84;28;310;A2.5;yes;yes;no;no;no;no;no;no;0;0;0
83;25;300;A1.8;yes;yes;no;no;no;no;no;no;0;0;0
82;23;320;A1.8;yes;yes;no;no;no;no;no;no;0;0;0
82;23;240;A2.2;yes;yes;no;no;no;no;no;no;0;0;0
78;22;230;A2.2;yes;no;no;no;no;no;no;no;1;0;0
77;11;110;A0.0;yes;no;no;no;no;no;no;no;0;0;0
76;11;120;A0.0;yes;no;no;no;no;no;no;no;0;0;0
75;0;0;A0.0;yes;no;no;no;no;no;no;no;0;0;0
74;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
74;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
75;12;60;A0.0;no;no;no;no;no;no;no;no;1;0;0
75;11;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
76;12;40;A0.0;yes;no;no;no;no;no;no;no;0;0;0
75;26;110;A0.0;no;yes;no;no;no;no;no;no;1;0;0
75;27;80;A0.0;no;yes;no;no;no;no;no;no;0;0;0
75;14;50;A0.0;no;yes;no;no;no;no;no;no;0;0;0
76;25;140;A0.0;no;yes;no;no;no;no;no;no;0;0;0
75;22;120;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
76;11;90;A0.0;yes;no;no;no;no;no;no;no;0;0;0
77;12;110;A0.0;yes;no;no;no;no;no;no;no;0;0;0
75;22;130;A0.0;yes;no;no;no;no;no;no;no;0;0;0
75;23;120;A0.0;yes;no;no;no;no;no;no;no;0;0;0
76;22;130;A0.0;yes;no;no;no;no;no;no;no;0;0;0
75;11;90;A0.0;yes;no;no;no;no;no;no;no;0;0;0
76;23;160;A0.0;yes;no;no;no;no;no;no;no;0;0;0
73;11;90;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
73;24;70;A0.0;yes;no;no;no;no;no;no;no;0;0;0
72;27;80;A0.0;yes;no;no;no;no;no;no;no;0;0;0
72;26;50;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
73;11;10;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;yes;no;no;no;no;no;no;no;0;0;0
72;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;16;30;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;14;70;A0.0;no;yes;no;no;no;no;no;no;0;0;0
71;11;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;yes;no;no;no;no;no;no;no;0;0;0
70;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
70;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;14;20;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;11;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
74;11;10;A0.0;yes;no;no;no;no;no;no;no;0;0;0
74;17;30;A0.0;yes;no;no;no;no;no;no;no;0;0;0
73;11;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
75;23;80;A0.0;yes;no;no;no;no;no;no;no;0;0;0
74;14;40;A0.0;yes;no;no;no;no;no;no;no;0;0;0
74;13;10;A0.0;no;yes;no;no;no;no;no;no;0;0;0
73;15;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
72;13;50;A0.0;no;yes;no;no;no;no;no;no;0;0;0
71;12;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
71;23;20;A0.0;yes;no;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;yes;yes;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
70;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;11;10;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;yes;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;12;20;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;11;10;A0.0;yes;no;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;yes;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
73;0;0;A2.2;no;no;no;no;no;no;no;no;1;0;0
77;14;230;A4.4;no;no;no;no;no;no;no;no;0;0;0
81;17;450;A4.7;yes;no;no;no;no;no;no;no;0;0;0
83;18;500;A4.4;yes;no;no;no;no;no;no;no;0;0;0
85;20;520;A4.1;no;no;no;no;no;yes;no;no;0;0;0
85;18;500;A4.5;no;no;no;yes;no;no;no;no;0;0;0
87;38;510;A5.4;no;no;no;no;no;no;yes;no;0;0;0
86;32;480;A3.8;no;yes;no;no;no;no;yes;no;0;0;0
87;33;450;A2.9;no;yes;no;yes;no;no;no;no;1;0;0
83;33;400;A2.8;no;yes;no;no;no;no;no;no;0;0;0
83;19;330;A2.8;no;yes;no;no;no;no;no;no;0;0;0
81;18;260;A2.8;no;yes;no;no;no;no;no;no;1;0;0
78;14;120;A2.5;no;yes;no;no;no;no;no;no;0;0;0
76;12;190;A2.1;no;yes;no;no;no;no;no;no;0;0;0
73;12;90;A2.3;yes;no;no;no;no;no;no;no;0;0;0
72;18;250;A0.0;yes;no;no;no;no;no;no;no;0;0;0
71;20;80;A0.0;no;yes;no;no;no;no;no;no;0;0;0
72;24;150;A0.0;no;yes;no;no;no;no;no;no;0;0;0
71;21;90;A0.0;no;yes;no;no;no;no;no;no;0;0;0
74;18;50;A0.0;no;yes;no;no;no;no;no;no;0;0;0
73;29;130;A0.0;no;yes;no;no;no;no;no;no;0;0;0
77;37;140;A0.0;no;yes;no;no;no;no;no;no;1;0;0
77;56;240;A3.0;no;yes;no;yes;no;no;no;no;1;0;0
77;30;300;A2.7;yes;yes;no;no;no;no;yes;no;0;0;0
76;45;310;A1.9;no;no;no;no;no;no;yes;no;0;0;0
75;44;180;A1.7;no;yes;no;no;no;no;yes;no;0;0;0
74;23;190;A1.7;no;yes;no;yes;no;no;no;no;0;0;0
73;15;90;A2.2;no;yes;no;no;no;no;no;no;0;0;0
72;14;40;A0.0;no;yes;no;no;no;no;no;no;0;0;0
70;12;20;A0.0;no;yes;no;no;no;no;no;no;0;0;0
70;0;0;A0.0;no;yes;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
67;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
70;11;30;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;12;30;A0.0;yes;no;no;no;no;no;no;no;1;0;0
75;11;0;A5.1;yes;no;no;no;no;no;no;no;1;0;0
79;41;340;B1.0;yes;no;no;no;no;no;no;no;1;3;0
83;45;520;A9.9;no;yes;no;no;no;no;no;no;0;2;0
87;58;570;A8.3;yes;yes;no;no;no;no;yes;no;2;3;0
86;58;490;B1.0;no;yes;no;no;no;no;yes;no;0;1;0
81;63;440;A8.0;yes;no;no;no;no;no;yes;no;2;0;0
85;47;290;A8.0;no;yes;no;no;no;no;yes;no;2;0;0
86;59;300;A7.0;no;yes;no;yes;no;no;no;no;2;0;0
84;51;250;A7.0;yes;yes;no;yes;no;no;no;no;5;0;0
79;19;150;A4.2;yes;yes;no;no;no;no;no;no;0;1;0
76;14;130;A2.5;no;yes;no;no;no;no;no;no;1;0;0
73;13;80;A2.1;no;yes;no;no;no;no;no;no;0;0;0
70;12;80;A1.6;no;yes;no;no;no;no;no;no;0;0;0
71;12;70;A1.3;yes;no;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;yes;no;no;no;no;no;no;0;0;0
69;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
67;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
67;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
66;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
66;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
66;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
65;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
66;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
67;0;0;A0.0;no;no;no;no;no;no;no;no;0;0;0
68;11;110;A0.0;no;no;no;no;no;no;no;no;0;0;0
71;11;110;A0.0;yes;no;no;no;no;no;no;no;0;0;0
73;15;180;A0.0;yes;no;no;no;no;no;no;no;1;0;0
75;27;220;A0.0;no;yes;no;no;no;no;no;no;0;0;0
75;29;190;A1.0;no;yes;no;no;no;no;no;no;1;0;0
